#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDESC_GBC_12_A;Сама мысль о том, что [GBC_new_friend.GetTitledName] может покинуть этот мир, серьёзно подкосила Вас. Но сегодня, когда [GBC_new_friend.GetSheHe] присоедини[GBC_new_friend.GetLasLsya] к Вам за завтраком, [GBC_new_friend.GetHersHis] уверенная походка и широкая улыбка стали для Вас глотком свежего воздуха. Что-то изменилось в н[GBC_new_friend.GetEyYom]...\n"Представляешь, лекарь говорит, это была обычная лихорадка! - ликующе заявил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe]. - Ну брось... Ты ведь не думал[Root.GetEndA], что я оставлю тебя? Кто же присмотрит за государством? Ладно, но кто присмотрит за тобой?";x
EVTDESC_GBC_12_B;В последнее время вы редко общались друг с другом, поэтому Вас удивило, когда [GBC_new_friend.GetTitledName] присоедини[GBC_new_friend.GetLasLsya] к Вам за завтраком. [GBC_new_friend.GetHersHisCap] лицо выражало некоторую смесь радости и смущения. Ел[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe] медленно и неуверенно, как будто хотел[GBC_new_friend.GetEndA] что-то сказать.\n"Знаешь... Я думал[GBC_new_friend.GetEndA], что умираю...", - в конце концов вымолвил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe], вынудив Вас остановить свою руку на полпути ко рту.\n"Умираешь?" - повторили Вы.\n"Ерунда, оказалось, обычная лихорадка, - продолжил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe], покраснев. - Прости, что дал[GBC_new_friend.GetEndA] тебе повод волноваться".;x
EVTOPTA_GBC_12;А я знал[Root.GetEndA], что не о чем волноваться!;x
EVTOPTB_GBC_12;Я рад[Root.GetEndA], что ты в порядке.;x
EVTOPTA_GBC_12_TOOLTIP;Всё хорошо.;x
EVTNAME_GBC_13;Pедкость истинной дружбы;x
EVTDESC_GBC_13_A;Опасаясь заражения, лекарь запретил Вам входить. "[GBC_new_friend.GetTitledName] серьёзно бол[GBC_new_friend.GetNaEn]. Понимаю, Вы хотите попрощаться, пока [GBC_new_friend.GetSheHe] ещё с нами, но это слишком опасно." - сказал он. Может это и не важно, но [GBC_new_friend.GetFirstName] долж[GBC_new_friend.GetNaEn] знать, что Вы беспокоитесь о н[GBC_new_friend.GetEyYom]. В главном зале Вы собрали [Root.Capital.County.GeAdjective]ский хор, они будут петь [GBC_new_friend.GetHersHis] любимые гимны, пока [GBC_new_friend.GetSheHe] не перейдёт лучший мир, зная, что о н[GBC_new_friend.GetEyYom] помнят.;x
EVTDESC_GBC_13_B;[GBC_new_friend.GetTitledName] не послал[GBC_new_friend.GetEndA] за Вами, когда оказа[GBC_new_friend.GetLasLsya] на смертном одре. Может это и не важно. [GBC_new_friend.GetSheHeCap] знает, что у Вас есть важные встречи и поездки. Однако, [Root.Location.County.GetAdjective]ские дела могут подождать. В конце концов, вы - родственники, кто-то близкий должен быть рядом и поддерживать в такой момент.\nЛекарь сказал, что смерть пришла тихо, во сне. [GBC_new_friend.GetHersHisCap] последние слова: "Я устал[GBC_new_friend.GetEndA]. Пора отдохнуть".;x
EVTOPTA_GBC_13;Прощай, друг мой, скоро увидимся...;x
EVTOPTA_GBC_13_TOOLTIP;По крайней мере у Вас есть Геката.\n;x
EVTDESC_77800_A;Моя прекрасная сова сделала свой последний вздох. Я был[Root.GetEndA] её покровителем долгое время, но теперь пора попрощаться. Кто знает, может она до сих пор наблюдает за мной?;x
EVTDESC_77800_B;Моя сова никак не просыпается. Мне сказали, что она ушла в лучший мир, но почему же она не сказала мне?;x
